,Product_ID,Product_Category,price$,storeID,supplierID,storeName,supplierName
5122,P00170142,Toys,50.12,3,39,Sound Zone,Sonos Inc.
5125,P00213142,Baby,78.79,2,13,Tech Haven,Samsung Electronics
5126,P00240342,Electronics,69.65,51,51,Pakistan,Pakistan
5127,P00347742,Baby,42.55,4,18,Game Zone,Razer Inc.
5129,P00218042,Health & Beauty,23.03,6,9,Photo World,Canon Inc.
5136,P00119442,Health & Beauty,40.13,5,18,InnoTech,Razer Inc.
5138,P00043142,Health & Beauty,53.66,7,17,Health Zone,Garmin Ltd.
5169,P00155942,Toys,13.83,5,18,InnoTech,Razer Inc.
5172,P00049042,Toys,55.7,5,18,InnoTech,Razer Inc.
5175,P00079842,Household Essentials,71.94,3,39,Sound Zone,Sonos Inc.
5178,P0097042,Household Essentials,66.9,3,39,Sound Zone,Sonos Inc.
5180,P00199642,"Arts, Crafts & Sewing",79.81,4,18,Game Zone,Razer Inc.
5184,P00231442,Health & Beauty,52.85,1,16,Electro Mart,Sony Corporation
5185,P00357742,Clothing,65.93,4,18,Game Zone,Razer Inc.
5195,P00187042,Electronics,28.04,7,17,Health Zone,Garmin Ltd.
5203,P00146342,Health & Beauty,35.96,2,13,Tech Haven,Samsung Electronics
5212,P00009042,Toys,19.49,4,18,Game Zone,Razer Inc.
5215,P00005142,Health & Beauty,22.01,6,9,Photo World,Canon Inc.
5229,P00017142,Health & Beauty,4.66,2,13,Tech Haven,Samsung Electronics
5238,P00084042,Pets,12.44,3,39,Sound Zone,Sonos Inc.
5245,P00344542,"Arts, Crafts & Sewing",45.26,1,16,Electro Mart,Sony Corporation
5249,P00059042,Health & Beauty,6.66,1,16,Electro Mart,Sony Corporation
5251,P00208142,Toys,43.38,4,18,Game Zone,Razer Inc.
5254,P00284942,"Arts, Crafts & Sewing",60.49,1,16,Electro Mart,Sony Corporation
5261,P00287442,Toys,77.74,4,18,Game Zone,Razer Inc.
5268,P00235342,Patio & Garden,4.54,5,18,InnoTech,Razer Inc.
5270,P00018042,Office & School Supplies,70.11,3,39,Sound Zone,Sonos Inc.
5272,P00226242,Patio & Garden,54.06,2,13,Tech Haven,Samsung Electronics
5276,P00105242,Patio & Garden,76.85,6,9,Photo World,Canon Inc.
5277,P00364842,Health & Beauty,16.54,4,18,Game Zone,Razer Inc.
5284,P00242542,Health & Beauty,26.46,1,16,Electro Mart,Sony Corporation
5290,P00159142,Baby,61.16,3,39,Sound Zone,Sonos Inc.
5297,P00342142,Patio & Garden,44.21,2,13,Tech Haven,Samsung Electronics
5299,P00365642,Health & Beauty,36.15,3,39,Sound Zone,Sonos Inc.
5301,P00007542,Office & School Supplies,29.69,4,18,Game Zone,Razer Inc.
5311,P00181442,Patio & Garden,51.17,6,9,Photo World,Canon Inc.
5312,P00281142,Patio & Garden,8.19,4,18,Game Zone,Razer Inc.
5319,P00236342,Health & Beauty,56.46,5,18,InnoTech,Razer Inc.
5337,P00268242,Health & Beauty,38.02,4,18,Game Zone,Razer Inc.
5339,P00043742,Health & Beauty,56.17,3,39,Sound Zone,Sonos Inc.
5350,P00033742,Toys,49.46,6,9,Photo World,Canon Inc.
5352,P00236042,Health & Beauty,74.7,2,13,Tech Haven,Samsung Electronics
5355,P00351242,Home & Kitchen,69.36,4,18,Game Zone,Razer Inc.
5358,P00065742,Household Essentials,63.38,2,13,Tech Haven,Samsung Electronics
5363,P00267342,Grocery,79.63,7,17,Health Zone,Garmin Ltd.
5369,P00183942,Home & Kitchen,77.32,2,13,Tech Haven,Samsung Electronics
5385,P00359642,Patio & Garden,66.88,7,17,Health Zone,Garmin Ltd.
5393,P00067842,Household Essentials,67.61,1,16,Electro Mart,Sony Corporation
5401,P00170842,Electronics,48.54,6,9,Photo World,Canon Inc.
5403,P00061842,Health & Beauty,66.18,3,39,Sound Zone,Sonos Inc.
5406,P00158442,Health & Beauty,50.36,3,39,Sound Zone,Sonos Inc.
5407,P00162242,Grocery,47.34,5,18,InnoTech,Razer Inc.
5415,P00138442,Grocery,51.38,3,39,Sound Zone,Sonos Inc.
5416,P00007242,Toys,23.34,2,13,Tech Haven,Samsung Electronics
5423,P00220942,"Books, Movies & Music",9.43,5,18,InnoTech,Razer Inc.
5424,P00070442,Grocery,27.96,3,39,Sound Zone,Sonos Inc.
5431,P00084942,Health & Beauty,70.15,1,16,Electro Mart,Sony Corporation
5452,P00112842,Toys,35.24,4,18,Game Zone,Razer Inc.
5461,P00369142,Office & School Supplies,14.45,5,18,InnoTech,Razer Inc.
5466,P00041442,Furniture,17.26,3,39,Sound Zone,Sonos Inc.
5472,P00183042,Office & School Supplies,37.09,1,16,Electro Mart,Sony Corporation
5474,P00233242,Office & School Supplies,54.82,4,18,Game Zone,Razer Inc.
5475,P00333742,Patio & Garden,49.66,1,16,Electro Mart,Sony Corporation
5476,P00333842,Patio & Garden,48.6,3,39,Sound Zone,Sonos Inc.
5484,P00249342,Health & Beauty,79.04,3,39,Sound Zone,Sonos Inc.
5485,P00354542,Health & Beauty,4.22,2,13,Tech Haven,Samsung Electronics
5488,P00122342,Health & Beauty,30.23,51,51,Pakistan,Pakistan
5489,P00035942,Grocery,13.32,4,18,Game Zone,Razer Inc.
5496,P00324342,Toys,58.77,6,9,Photo World,Canon Inc.
5502,P0098142,Toys,11.84,5,18,InnoTech,Razer Inc.
5505,P00276842,Health & Beauty,73.3,7,17,Health Zone,Garmin Ltd.
5513,P00320542,Toys,70.14,5,18,InnoTech,Razer Inc.
5514,P00135042,Appliances,12.16,5,18,InnoTech,Razer Inc.
5516,P00083742,Electronics,71.25,3,39,Sound Zone,Sonos Inc.
5517,P00134442,Pharmacy & OTC,63.86,3,39,Sound Zone,Sonos Inc.
5520,P00032742,Toys,62.21,4,18,Game Zone,Razer Inc.
5527,P00296542,Toys,62.66,1,16,Electro Mart,Sony Corporation
5529,P00083642,Toys,65.49,4,18,Game Zone,Razer Inc.
5533,P00033842,Toys,25.18,7,17,Health Zone,Garmin Ltd.
5534,P00011742,Toys,50.95,2,13,Tech Haven,Samsung Electronics
5537,P00046342,Health & Beauty,27.44,4,18,Game Zone,Razer Inc.
5538,P00232242,Patio & Garden,10.95,6,9,Photo World,Canon Inc.
5549,P00216242,Home & Kitchen,75.31,2,13,Tech Haven,Samsung Electronics
5565,P00151142,Household Essentials,70.32,3,39,Sound Zone,Sonos Inc.
5569,P00321542,Health & Beauty,50.07,1,16,Electro Mart,Sony Corporation
5571,P00350242,Health & Beauty,71.37,1,16,Electro Mart,Sony Corporation
5579,P00015042,Toys,60.71,4,18,Game Zone,Razer Inc.
5580,P00165842,Appliances,47.84,1,16,Electro Mart,Sony Corporation
5606,P00295042,Grocery,75.79,4,18,Game Zone,Razer Inc.
5609,P00227342,Patio & Garden,12.53,5,18,InnoTech,Razer Inc.
5612,P00186442,Health & Beauty,47.49,3,39,Sound Zone,Sonos Inc.
5640,P00355742,Home & Kitchen,52.92,2,13,Tech Haven,Samsung Electronics
5645,P00177042,Toys,41.95,6,9,Photo World,Canon Inc.
5647,P00220542,Toys,45.94,4,18,Game Zone,Razer Inc.
5651,P00327142,Toys,7.33,1,16,Electro Mart,Sony Corporation
5653,P0094842,Clothing,52.76,3,39,Sound Zone,Sonos Inc.
5688,P00147842,Toys,48.66,2,13,Tech Haven,Samsung Electronics
5695,P00227142,Health & Beauty,13.0,3,39,Sound Zone,Sonos Inc.
5717,P00092442,Electronics,3.37,4,18,Game Zone,Razer Inc.
5724,P00339842,Grocery,43.23,6,9,Photo World,Canon Inc.
5728,P00129242,Health & Beauty,31.59,4,18,Game Zone,Razer Inc.
5740,P00176542,Toys,40.64,5,18,InnoTech,Razer Inc.
5754,P00338942,Grocery,72.51,4,18,Game Zone,Razer Inc.
5759,P00226642,Health & Beauty,19.56,3,39,Sound Zone,Sonos Inc.
5760,P00232442,Health & Beauty,48.87,6,9,Photo World,Canon Inc.
5761,P00015242,Health & Beauty,10.2,2,13,Tech Haven,Samsung Electronics
5769,P00271242,Toys,23.9,4,18,Game Zone,Razer Inc.
5773,P00041242,Toys,25.9,2,13,Tech Haven,Samsung Electronics
5782,P00134542,Health & Beauty,48.6,7,17,Health Zone,Garmin Ltd.
5810,P00180742,Patio & Garden,54.43,2,13,Tech Haven,Samsung Electronics
5816,P00205142,Toys,43.85,7,17,Health Zone,Garmin Ltd.
5832,P00039442,Patio & Garden,41.2,1,16,Electro Mart,Sony Corporation
5863,P00170342,Grocery,12.67,6,9,Photo World,Canon Inc.
5886,P00291342,Toys,37.15,3,39,Sound Zone,Sonos Inc.
5896,P00134142,Health & Beauty,66.06,3,39,Sound Zone,Sonos Inc.
5898,P00176242,Toys,48.46,5,18,InnoTech,Razer Inc.
5901,P00347642,Grocery,2.69,3,39,Sound Zone,Sonos Inc.
5903,P00291442,Health & Beauty,19.19,2,13,Tech Haven,Samsung Electronics
5905,P00240842,Toys,49.55,5,18,InnoTech,Razer Inc.
5914,P00357642,Health & Beauty,3.2,3,39,Sound Zone,Sonos Inc.
5915,P00167742,Baby,31.89,1,16,Electro Mart,Sony Corporation
5919,P00357142,Toys,69.07,4,18,Game Zone,Razer Inc.
5923,P00132642,Grocery,49.6,5,18,InnoTech,Razer Inc.
5954,P00069542,Health & Beauty,20.04,3,39,Sound Zone,Sonos Inc.
5965,P00148542,Grocery,24.79,1,16,Electro Mart,Sony Corporation
5967,P00030742,Grocery,73.2,4,18,Game Zone,Razer Inc.
5970,P00361642,Health & Beauty,76.67,1,16,Electro Mart,Sony Corporation
5974,P00285042,"Arts, Crafts & Sewing",39.97,3,39,Sound Zone,Sonos Inc.
5975,P00257442,"Arts, Crafts & Sewing",19.54,3,39,Sound Zone,Sonos Inc.
5979,P00356042,Grocery,35.64,2,13,Tech Haven,Samsung Electronics
6000,P00045442,Health & Beauty,30.34,51,51,Pakistan,Pakistan
6005,P00193842,Patio & Garden,27.42,4,18,Game Zone,Razer Inc.
6012,P00262342,Office & School Supplies,64.05,6,9,Photo World,Canon Inc.
6022,P00112242,Health & Beauty,40.97,5,18,InnoTech,Razer Inc.
6028,P00055242,Patio & Garden,66.48,7,17,Health Zone,Garmin Ltd.
6050,P00037442,"Books, Movies & Music",21.15,5,18,InnoTech,Razer Inc.
6058,P00088342,Toys,10.43,5,18,InnoTech,Razer Inc.
6067,P00313742,"Books, Movies & Music",15.66,3,39,Sound Zone,Sonos Inc.
6077,P00369042,Toys,20.15,3,39,Sound Zone,Sonos Inc.
6078,P00367642,Health & Beauty,58.53,4,18,Game Zone,Razer Inc.
6083,P00287942,Toys,5.41,1,16,Electro Mart,Sony Corporation
6087,P00242342,Toys,55.41,4,18,Game Zone,Razer Inc.
6093,P00224742,Toys,63.9,7,17,Health Zone,Garmin Ltd.
6118,P00057042,Health & Beauty,37.2,2,13,Tech Haven,Samsung Electronics
6141,P00001442,Toys,76.61,4,18,Game Zone,Razer Inc.
6145,P00212842,Toys,14.0,6,9,Photo World,Canon Inc.
6146,P00293842,Grocery,51.06,2,13,Tech Haven,Samsung Electronics
6166,P00337442,Health & Beauty,11.17,3,39,Sound Zone,Sonos Inc.
6172,P00306042,Electronics,54.4,1,16,Electro Mart,Sony Corporation
6179,P00053142,Grocery,52.48,1,16,Electro Mart,Sony Corporation
6189,P00213542,Patio & Garden,72.21,4,18,Game Zone,Razer Inc.
6192,P00061342,Home & Kitchen,5.63,1,16,Electro Mart,Sony Corporation
6198,P00215242,Grocery,43.04,4,18,Game Zone,Razer Inc.
6215,P00006542,Office & School Supplies,70.84,5,18,InnoTech,Razer Inc.
6217,P00000942,Grocery,41.09,3,39,Sound Zone,Sonos Inc.
6222,P00229642,Toys,43.44,2,13,Tech Haven,Samsung Electronics
6224,P00174542,Patio & Garden,7.68,6,9,Photo World,Canon Inc.
6227,P00137442,Toys,38.6,4,18,Game Zone,Razer Inc.
6232,P00271342,Toys,4.56,1,16,Electro Mart,Sony Corporation
6237,P00271942,Health & Beauty,74.03,3,39,Sound Zone,Sonos Inc.
6242,P00121542,Toys,9.42,2,13,Tech Haven,Samsung Electronics
6252,P00046242,Toys,65.54,3,39,Sound Zone,Sonos Inc.
6257,P00016642,Health & Beauty,77.0,4,18,Game Zone,Razer Inc.
6259,P00329642,Toys,52.43,6,9,Photo World,Canon Inc.
6260,P00036042,Toys,17.63,4,18,Game Zone,Razer Inc.
6261,P00125442,Toys,78.2,5,18,InnoTech,Razer Inc.
6264,P00037742,Toys,63.86,4,18,Game Zone,Razer Inc.
6277,P00206142,Toys,40.44,3,39,Sound Zone,Sonos Inc.
6279,P00368942,Patio & Garden,25.23,6,9,Photo World,Canon Inc.
6284,P00348642,Health & Beauty,42.9,2,13,Tech Haven,Samsung Electronics
6285,P00341742,Office & School Supplies,5.99,4,18,Game Zone,Razer Inc.
6291,P00304342,Grocery,59.05,2,13,Tech Haven,Samsung Electronics
6292,P00257642,Health & Beauty,25.13,7,17,Health Zone,Garmin Ltd.
6295,P00243242,Patio & Garden,21.32,2,13,Tech Haven,Samsung Electronics
6306,P00368342,Health & Beauty,66.91,7,17,Health Zone,Garmin Ltd.
6319,P00288742,"Arts, Crafts & Sewing",14.16,1,16,Electro Mart,Sony Corporation
6322,P00004142,Toys,65.52,6,9,Photo World,Canon Inc.
6331,P00026942,Health & Beauty,3.06,3,39,Sound Zone,Sonos Inc.
6336,P00126942,Toys,17.09,3,39,Sound Zone,Sonos Inc.
6348,P00107742,Toys,78.05,5,18,InnoTech,Razer Inc.
6352,P0099642,Toys,21.26,3,39,Sound Zone,Sonos Inc.
6359,P00347942,Toys,9.08,2,13,Tech Haven,Samsung Electronics
6376,P00244742,Patio & Garden,38.65,5,18,InnoTech,Razer Inc.
6390,P00266142,Health & Beauty,76.02,3,39,Sound Zone,Sonos Inc.
6414,P00193442,Toys,69.03,1,16,Electro Mart,Sony Corporation
6446,P00042042,Health & Beauty,21.52,4,18,Game Zone,Razer Inc.
6464,P00036342,Health & Beauty,23.17,5,18,InnoTech,Razer Inc.
6473,P00225942,Patio & Garden,38.05,3,39,Sound Zone,Sonos Inc.
6474,P00345242,Health & Beauty,35.99,1,16,Electro Mart,Sony Corporation
6481,P00262542,Health & Beauty,78.14,4,18,Game Zone,Razer Inc.
6484,P00302542,Health & Beauty,73.42,1,16,Electro Mart,Sony Corporation
6489,P00079142,Patio & Garden,10.23,3,39,Sound Zone,Sonos Inc.
6495,P00135142,Furniture,60.62,3,39,Sound Zone,Sonos Inc.
6499,P00278542,Toys,63.9,2,13,Tech Haven,Samsung Electronics
6500,P00366642,Health & Beauty,49.17,51,51,Pakistan,Pakistan
6501,P00104742,Baby,13.09,4,18,Game Zone,Razer Inc.
6502,P00056842,Baby,64.25,6,9,Photo World,Canon Inc.
6510,P00255342,Toys,78.95,5,18,InnoTech,Razer Inc.
6511,P00251042,Toys,54.27,7,17,Health Zone,Garmin Ltd.
6519,P00352942,Grocery,46.74,5,18,InnoTech,Razer Inc.
6534,P00230242,Home & Kitchen,23.15,5,18,InnoTech,Razer Inc.
6538,P00174742,Pets,47.41,3,39,Sound Zone,Sonos Inc.
6572,P00218442,Grocery,78.89,3,39,Sound Zone,Sonos Inc.
6588,P00277742,Toys,42.1,4,18,Game Zone,Razer Inc.
6591,P00339042,Health & Beauty,51.79,1,16,Electro Mart,Sony Corporation
6598,P00020842,Toys,34.81,4,18,Game Zone,Razer Inc.
6609,P00200442,Furniture,16.48,7,17,Health Zone,Garmin Ltd.
6610,P00033042,Health & Beauty,61.33,2,13,Tech Haven,Samsung Electronics
6620,P00003842,Health & Beauty,55.65,4,18,Game Zone,Razer Inc.
6623,P00229842,Health & Beauty,42.71,6,9,Photo World,Canon Inc.
6626,P00316142,Health & Beauty,73.8,2,13,Tech Haven,Samsung Electronics
6638,P00365042,Household Essentials,52.88,3,39,Sound Zone,Sonos Inc.
6639,P00068842,Health & Beauty,47.51,1,16,Electro Mart,Sony Corporation
6641,P00005842,Toys,3.77,1,16,Electro Mart,Sony Corporation
6643,P00141242,Toys,19.82,4,18,Game Zone,Razer Inc.
6650,P00067042,Toys,29.24,1,16,Electro Mart,Sony Corporation
6652,P00149242,Toys,72.49,4,18,Game Zone,Razer Inc.
6656,P00248042,Toys,9.6,5,18,InnoTech,Razer Inc.
6661,P00139142,Toys,37.32,3,39,Sound Zone,Sonos Inc.
6664,P00157842,Toys,7.67,2,13,Tech Haven,Samsung Electronics
6666,P00055442,Toys,44.57,6,9,Photo World,Canon Inc.
6669,P00266742,Toys,74.58,4,18,Game Zone,Razer Inc.
6670,P00138142,Toys,44.19,1,16,Electro Mart,Sony Corporation
6671,P00204542,Toys,78.25,3,39,Sound Zone,Sonos Inc.
6675,P00153342,Appliances,70.96,2,13,Tech Haven,Samsung Electronics
6689,P00109142,Toys,70.4,3,39,Sound Zone,Sonos Inc.
6700,P00068442,"Books, Movies & Music",5.18,4,18,Game Zone,Razer Inc.
6713,P00219942,Household Essentials,41.28,6,9,Photo World,Canon Inc.
6714,P00147042,Toys,11.62,4,18,Game Zone,Razer Inc.
6764,P00237242,Grocery,10.41,5,18,InnoTech,Razer Inc.
6775,P00145242,Electronics,41.61,4,18,Game Zone,Razer Inc.
6780,P00200142,"Arts, Crafts & Sewing",52.0,3,39,Sound Zone,Sonos Inc.
6785,P00134042,Health & Beauty,67.7,6,9,Photo World,Canon Inc.
6788,P00014242,Toys,8.54,2,13,Tech Haven,Samsung Electronics
6790,P00000842,Electronics,43.75,4,18,Game Zone,Razer Inc.
6796,P00010042,Health & Beauty,4.01,2,13,Tech Haven,Samsung Electronics
6801,P00131242,Toys,6.94,7,17,Health Zone,Garmin Ltd.
6802,P00163042,"Arts, Crafts & Sewing",68.88,2,13,Tech Haven,Samsung Electronics
6803,P00045642,Toys,27.14,7,17,Health Zone,Garmin Ltd.
6805,P00155042,Household Essentials,3.34,1,16,Electro Mart,Sony Corporation
6808,P00176342,Toys,7.34,6,9,Photo World,Canon Inc.
6813,P00274442,Grocery,59.91,3,39,Sound Zone,Sonos Inc.
6827,P00047142,Electronics,36.09,3,39,Sound Zone,Sonos Inc.
6832,P00049742,Toys,66.9,5,18,InnoTech,Razer Inc.
6846,P00126242,Electronics,55.72,3,39,Sound Zone,Sonos Inc.
6847,P00040642,Health & Beauty,63.36,2,13,Tech Haven,Samsung Electronics
6860,P00066642,Grocery,52.25,5,18,InnoTech,Razer Inc.
6880,P00238642,Grocery,16.48,3,39,Sound Zone,Sonos Inc.
6882,P00132842,Grocery,10.8,1,16,Electro Mart,Sony Corporation
6887,P00242142,Health & Beauty,8.05,4,18,Game Zone,Razer Inc.
6888,P00152942,Health & Beauty,59.7,5,18,InnoTech,Razer Inc.
6890,P00016142,Health & Beauty,49.91,3,39,Sound Zone,Sonos Inc.
6891,P00160542,Health & Beauty,16.19,1,16,Electro Mart,Sony Corporation
6901,P00233842,Grocery,51.77,4,18,Game Zone,Razer Inc.
6909,P00069242,Toys,64.39,1,16,Electro Mart,Sony Corporation
6916,P00092542,Toys,13.52,3,39,Sound Zone,Sonos Inc.
6944,P00293142,Health & Beauty,79.16,3,39,Sound Zone,Sonos Inc.
6952,P00230442,Appliances,62.48,2,13,Tech Haven,Samsung Electronics
6962,P00141542,Health & Beauty,46.7,51,51,Pakistan,Pakistan
6971,P00011942,Toys,19.35,4,18,Game Zone,Razer Inc.
6973,P00163742,Health & Beauty,73.29,6,9,Photo World,Canon Inc.
6983,P00052142,Toys,48.18,5,18,InnoTech,Razer Inc.
7005,P00156142,Health & Beauty,52.63,7,17,Health Zone,Garmin Ltd.
7010,P00040742,Grocery,35.66,5,18,InnoTech,Razer Inc.
7017,P00105642,Toys,46.97,5,18,InnoTech,Razer Inc.
7024,P00258342,Patio & Garden,11.83,3,39,Sound Zone,Sonos Inc.
7042,P00049942,Patio & Garden,46.92,3,39,Sound Zone,Sonos Inc.
7050,P00337642,Home & Kitchen,20.13,4,18,Game Zone,Razer Inc.
7058,P00037042,Grocery,6.34,1,16,Electro Mart,Sony Corporation
7073,P00224542,Toys,28.25,4,18,Game Zone,Razer Inc.
7084,P00317042,Home & Kitchen,76.88,7,17,Health Zone,Garmin Ltd.
7092,P00356842,Toys,71.88,2,13,Tech Haven,Samsung Electronics
7094,P00362042,Health & Beauty,63.54,4,18,Game Zone,Razer Inc.
7100,P00261342,Grocery,38.46,6,9,Photo World,Canon Inc.
7129,P00260342,Grocery,51.93,2,13,Tech Haven,Samsung Electronics
7143,P00176442,Toys,34.98,3,39,Sound Zone,Sonos Inc.
7159,P00181242,Patio & Garden,48.45,1,16,Electro Mart,Sony Corporation
7161,P00180642,Patio & Garden,32.56,1,16,Electro Mart,Sony Corporation
7212,P00305642,Baby,27.72,4,18,Game Zone,Razer Inc.
7215,P00283842,Toys,43.64,1,16,Electro Mart,Sony Corporation
7228,P00365842,Toys,13.37,4,18,Game Zone,Razer Inc.
7241,P00269942,Grocery,40.3,5,18,InnoTech,Razer Inc.
7243,P00245242,Patio & Garden,33.75,3,39,Sound Zone,Sonos Inc.
7251,P00340242,"Books, Movies & Music",19.06,2,13,Tech Haven,Samsung Electronics
7253,P00079042,Patio & Garden,69.96,6,9,Photo World,Canon Inc.
7255,P00331742,Patio & Garden,60.3,4,18,Game Zone,Razer Inc.
7259,P00326042,Electronics,51.52,1,16,Electro Mart,Sony Corporation
7268,P00116642,Health & Beauty,70.6,3,39,Sound Zone,Sonos Inc.
7272,P00131042,Toys,61.09,2,13,Tech Haven,Samsung Electronics
7291,P00344042,"Books, Movies & Music",30.83,3,39,Sound Zone,Sonos Inc.
7294,P00173442,Toys,40.14,4,18,Game Zone,Razer Inc.
7295,P00197942,Household Essentials,29.26,6,9,Photo World,Canon Inc.
7298,P00181642,Patio & Garden,46.87,4,18,Game Zone,Razer Inc.
7306,P00045042,Household Essentials,23.24,5,18,InnoTech,Razer Inc.
7314,P00277242,"Arts, Crafts & Sewing",50.78,4,18,Game Zone,Razer Inc.
7315,P00132542,Toys,27.72,3,39,Sound Zone,Sonos Inc.
7317,P00160442,Toys,42.62,6,9,Photo World,Canon Inc.
7325,P00301242,Health & Beauty,24.66,2,13,Tech Haven,Samsung Electronics
7326,P00327742,Toys,25.39,4,18,Game Zone,Razer Inc.
7337,P00087142,Furniture,15.69,2,13,Tech Haven,Samsung Electronics
7339,P00219742,Household Essentials,30.79,7,17,Health Zone,Garmin Ltd.
7344,P00018942,Toys,19.49,2,13,Tech Haven,Samsung Electronics
7346,P00049342,Toys,48.7,7,17,Health Zone,Garmin Ltd.
7347,P00072942,Toys,12.9,1,16,Electro Mart,Sony Corporation
7349,P00043942,Toys,8.9,6,9,Photo World,Canon Inc.
7350,P00050942,Grocery,37.83,3,39,Sound Zone,Sonos Inc.
7351,P00047542,Toys,11.23,3,39,Sound Zone,Sonos Inc.
7352,P00056142,Health & Beauty,58.12,5,18,InnoTech,Razer Inc.
7353,P00023942,Household Essentials,26.04,3,39,Sound Zone,Sonos Inc.
7355,P00256142,Health & Beauty,4.25,2,13,Tech Haven,Samsung Electronics
7359,P00088642,Health & Beauty,17.94,5,18,InnoTech,Razer Inc.
7360,P00276342,Health & Beauty,79.65,3,39,Sound Zone,Sonos Inc.
7364,P00175842,Health & Beauty,41.02,1,16,Electro Mart,Sony Corporation
7367,P00360242,Health & Beauty,58.48,4,18,Game Zone,Razer Inc.
7375,P0095442,Clothing,18.65,5,18,InnoTech,Razer Inc.
7376,P00121442,Toys,28.86,3,39,Sound Zone,Sonos Inc.
7380,P00216942,Health & Beauty,51.39,1,16,Electro Mart,Sony Corporation
7381,P00080742,Toys,56.3,4,18,Game Zone,Razer Inc.
7382,P00152642,Household Essentials,76.02,1,16,Electro Mart,Sony Corporation
7390,P00070242,Health & Beauty,11.08,3,39,Sound Zone,Sonos Inc.
7398,P00142842,Electronics,33.51,3,39,Sound Zone,Sonos Inc.
7399,P00213042,Grocery,69.85,2,13,Tech Haven,Samsung Electronics
7400,P00131742,Toys,42.77,51,51,Pakistan,Pakistan
7405,P00290242,Toys,67.17,4,18,Game Zone,Razer Inc.
7425,P00301542,"Arts, Crafts & Sewing",31.93,6,9,Photo World,Canon Inc.
7434,P00246542,Office & School Supplies,10.16,5,18,InnoTech,Razer Inc.
7445,P00307442,Health & Beauty,26.32,7,17,Health Zone,Garmin Ltd.
7447,P00241042,Toys,8.19,5,18,InnoTech,Razer Inc.
7450,P00020642,Toys,46.56,5,18,InnoTech,Razer Inc.
7451,P00197742,Appliances,23.72,3,39,Sound Zone,Sonos Inc.
7459,P00173542,Health & Beauty,79.2,3,39,Sound Zone,Sonos Inc.
7460,P00109042,Toys,29.7,4,18,Game Zone,Razer Inc.
7467,P00230542,Health & Beauty,64.92,1,16,Electro Mart,Sony Corporation
7470,P00232542,Patio & Garden,56.09,4,18,Game Zone,Razer Inc.
7490,P00085142,Health & Beauty,77.56,7,17,Health Zone,Garmin Ltd.
7523,P00130942,Health & Beauty,3.67,2,13,Tech Haven,Samsung Electronics
7530,P00027042,Health & Beauty,35.29,4,18,Game Zone,Razer Inc.
7557,P00160642,Grocery,79.3,6,9,Photo World,Canon Inc.
7564,P00253742,Grocery,35.67,2,13,Tech Haven,Samsung Electronics
7568,P00344142,"Books, Movies & Music",10.08,3,39,Sound Zone,Sonos Inc.
7580,P00093442,Toys,29.89,1,16,Electro Mart,Sony Corporation
7602,P00224842,Toys,2.26,1,16,Electro Mart,Sony Corporation
7604,P00200042,"Arts, Crafts & Sewing",10.14,4,18,Game Zone,Razer Inc.
7605,P00349342,Toys,71.31,1,16,Electro Mart,Sony Corporation
7649,P00325942,Health & Beauty,55.96,4,18,Game Zone,Razer Inc.
7666,P00258542,Patio & Garden,74.99,5,18,InnoTech,Razer Inc.
7683,P00305242,Grocery,79.01,3,39,Sound Zone,Sonos Inc.
7701,P00109642,Health & Beauty,52.35,2,13,Tech Haven,Samsung Electronics
7711,P00139842,Health & Beauty,74.08,6,9,Photo World,Canon Inc.
7736,P00000742,Health & Beauty,30.86,4,18,Game Zone,Razer Inc.
7750,P00294642,Toys,44.35,1,16,Electro Mart,Sony Corporation
7760,P00361342,Health & Beauty,4.83,3,39,Sound Zone,Sonos Inc.
7780,P00250742,Toys,31.56,2,13,Tech Haven,Samsung Electronics
7788,P00032942,Office & School Supplies,17.96,3,39,Sound Zone,Sonos Inc.
7790,P00082342,Office & School Supplies,70.84,4,18,Game Zone,Razer Inc.
7795,P00327442,Health & Beauty,45.02,6,9,Photo World,Canon Inc.
7809,P00172542,Health & Beauty,41.8,4,18,Game Zone,Razer Inc.
7824,P00313842,Grocery,57.81,5,18,InnoTech,Razer Inc.
7831,P00010342,Toys,7.7,4,18,Game Zone,Razer Inc.
7866,P00215842,Health & Beauty,76.13,3,39,Sound Zone,Sonos Inc.
7868,P00013142,Health & Beauty,41.79,6,9,Photo World,Canon Inc.
7869,P00011842,Health & Beauty,17.18,2,13,Tech Haven,Samsung Electronics
7879,P00008242,Toys,11.07,4,18,Game Zone,Razer Inc.
7891,P00173742,Grocery,13.39,2,13,Tech Haven,Samsung Electronics
7896,P00307142,Toys,42.51,7,17,Health Zone,Garmin Ltd.
7907,P00214942,Toys,77.46,2,13,Tech Haven,Samsung Electronics
7909,P00309442,Toys,10.77,7,17,Health Zone,Garmin Ltd.
7912,P00365742,Toys,77.29,1,16,Electro Mart,Sony Corporation
7914,P00250442,Appliances,59.5,6,9,Photo World,Canon Inc.
7916,P00061442,Pharmacy & OTC,5.13,3,39,Sound Zone,Sonos Inc.
7935,P00286542,Toys,3.59,3,39,Sound Zone,Sonos Inc.
7959,P00032542,Toys,54.03,5,18,InnoTech,Razer Inc.
7976,P00003742,Baby,23.28,3,39,Sound Zone,Sonos Inc.
7977,P00234442,Baby,2.36,2,13,Tech Haven,Samsung Electronics
